PXD ID	Country	Curator
PXD010322	South Korea	attila
PXD010323	Spain	attila
PXD010324	France	attila
PXD010325	UK	attila
PXD010326	Germany	attila
PXD010328	Spain	attila
PXD010329	Austria	gerhard
PXD010330	Portugal	attila
PXD010331	UK	attila
PXD010332	USA	attila
PXD010333	Netherlands	attila
PXD010334	UK	attila
PXD010335	Germany	gerhard
PXD010337	USA	attila
PXD010338	Germany	gerhard/gerhard
PXD010339	Italy	attila
PXD010340	China	deepti
PXD010341	Australia	attila
PXD010342	Brazil	attila
PXD010343	Spain	attila
PXD010347	Germany	gerhard
PXD010348	Germany	gerhard
PXD010351	Spain	attila
PXD010352	Australia	attila
PXD010354	China	attila
PXD010355	Portugal	attila
PXD010356	USA	deepti
PXD010357	USA	attila
PXD010358	India	attila
PXD010359	France	attila
PXD010360	Netherlands	attila
PXD010361	Germany	gerhard
PXD010361	UK	attila
PXD010362	Switzerland	gerhard
PXD010363	France	attila
PXD010364	Sweden	attila
PXD010365	France	deepti
PXD010367	France	attila
PXD010369	Germany	gerhard
PXD010370	Germany	gerhard
PXD010371	Germany	gerhard
PXD010372	Germany	gerhard/gerhard
PXD010373	France	deepti
PXD010374	China	deepti
PXD010375	China	deepti
PXD010376	China	deepti
PXD010378	China	deepti
PXD010379	Spain	deepti
PXD010380	Netherlands	deepti
PXD010381	Australia	deepti
PXD010382	Germany	andrew/gerhard/gerhard/gerhard
PXD010383	USA	deepti
PXD010384	Switzerland	gerhard
PXD010385	Switzerland	gerhard
PXD010386	China	deepti
PXD010387	USA	deepti
PXD010388	China	deepti
PXD010389	Norway	deepti
PXD010390	UK	deepti
PXD010391	Germany	gerhard
PXD010393	Germany	gerhard
PXD010395	USA	attila
PXD010396	France	attila
PXD010397	China	deepti
PXD010398	UK	deepti
PXD010399	Germany	deepti
PXD010400	China	deepti
PXD010401	UK	deepti
PXD010402	USA	deepti
PXD010403	India	deepti
PXD010404	Spain	deepti
PXD010405	UK	deepti
PXD010406	UK	deepti
PXD010407	UK	deepti
PXD010408	UK	deepti
PXD010409	UK	deepti
PXD010410	Switzerland	gerhard
PXD010412	Germany	gerhard
PXD010413	Netherlands	attila
PXD010414	Brazil	attila
PXD010415	USA	attila
PXD010416	USA	attila
PXD010417	USA	attila
PXD010418	USA	attila
PXD010419	USA	attila
PXD010420	USA	attila
PXD010421	Canada	deepti
PXD010422	France	deepti
PXD010423	UK	deepti
PXD010424	Germany	gerhard
PXD010425	Czech Republic	attila
PXD010426	China	attila
PXD010427	France	attila
PXD010428	USA	attila
PXD010429	USA	attila
PXD010430	UK	attila
PXD010431	USA	attila
PXD010433	USA	attila
PXD010434	France	attila
PXD010435	Germany	gerhard
PXD010437	Switzerland	gerhard
PXD010438	Switzerland	gerhard/gerhard
PXD010439	UK	attila
PXD010440	USA	attila
PXD010441	UK	attila/attila
PXD010444	France	attila
PXD010445	UK	attila
PXD010449	Germany	gerhard
PXD010450	Germany	gerhard
PXD010451	France	attila
PXD010452	Australia	attila
PXD010453	USA	attila
PXD010454	China	deepti
PXD010455	Germany	gerhard/gerhard
PXD010456	China	gerhard
PXD010457	Spain	attila
PXD010458	Spain	attila
PXD010459	USA	attila
PXD010460	UK	attila
PXD010461	Germany	gerhard
PXD010465	Israel	deepti/deepti
PXD010466	Slovenia	deepti
PXD010467	Denmark	deepti
PXD010468	USA	deepti
PXD010469	USA	deepti
PXD010470	Germany	gerhard
PXD010471	Austria	gerhard
PXD010472	Russia	deepti
PXD010473	Taiwan	deepti
PXD010474	USA	deepti
PXD010475	Malaysia	deepti
PXD010476	Germany	deepti/gerhard
PXD010477	Germany	deepti
PXD010478	UK	deepti
PXD010479	Switzerland	deepti
PXD010480	USA	deepti
PXD010481	Germany	gerhard/gerhard
PXD010482	Germany	gerhard
PXD010483	Switzerland	gerhard
PXD010485	Belgium	deepti
PXD010485	USA	deepti/deepti
PXD010487	Canada	deepti
PXD010488	Denmark	deepti
PXD010489	Germany	gerhard
PXD010490	Spain	deepti
PXD010491	USA	deepti
PXD010492	China	deepti
PXD010493	Austria	deepti
PXD010494	USA	deepti/deepti
PXD010495	Spain	deepti
PXD010496	Russia	deepti
PXD010497	Germany	gerhard
PXD010498	Germany	gerhard
PXD010500	Japan	attila
PXD010504	Germany	gerhard
PXD010505	Germany	gerhard
PXD010506	USA	attila
PXD010507	Republic of Ireland	attila
PXD010508	Netherlands	attila
PXD010509	China	attila
PXD010510	Norway	attila
PXD010511	UK	attila
PXD010512	Netherlands	attila
PXD010513	Germany	gerhard
PXD010514	Germany	gerhard
PXD010515	USA	deepti
PXD010516	Denmark	gerhard
PXD010518	USA	attila
PXD010519	Canada	deepti
PXD010520	Germany	gerhard
PXD010525	Germany	gerhard
PXD010526	Germany	gerhard
PXD010527	Denmark	attila
PXD010528	Denmark	attila
PXD010529	UK	attila
PXD010530	Germany	gerhard
PXD010531	USA	attila
PXD010532	Austria	gerhard/gerhard
PXD010533	Germany	gerhard/gerhard
PXD010534	India	deepti
PXD010536	Italy	deepti
PXD010537	Germany	gerhard/gerhard
PXD010538	Germany	gerhard/gerhard
PXD010539	Denmark	attila
PXD010540	Australia	deepti
PXD010543	China	attila
PXD010544	China	attila
PXD010545	France	attila
PXD010546	Australia	attila
PXD010547	USA	attila
PXD010548	USA	attila
PXD010549	USA	attila
PXD010550	Germany	gerhard
PXD010552	Switzerland	gerhard
PXD010553	China	deepti
PXD010554	Sweden	deepti
PXD010555	Spain	deepti
PXD010556	China	deepti
PXD010557	UK	deepti/deepti/deepti
PXD010558	China	deepti
PXD010559	USA	deepti
PXD010560	USA	deepti
PXD010567	Singapore	attila/deepti/deepti/deepti/gerhard
PXD010568	USA	attila
PXD010569	Brazil	attila
PXD010570	USA	attila
PXD010571	UK	deepti
PXD010572	France	deepti/attila/attila
PXD010573	China	deepti
PXD010574	Spain	deepti
PXD010575	Germany	gerhard
PXD010576	France	deepti
PXD010577	Spain	deepti
PXD010578	China	deepti
PXD010579	USA	deepti/deepti
PXD010580	Germany	deepti
PXD010581	UK	deepti/gerhard/deepti
PXD010582	Germany	gerhard
PXD010583	Germany	gerhard
PXD010584	Germany	gerhard
PXD010585	China	attila
PXD010586	Canada	attila
PXD010587	Australia	attila/deepti
PXD010588	USA	attila
PXD010589	USA	deepti
PXD010590	China	attila
PXD010591	China	attila
PXD010592	UK	attila
PXD010593	France	attila
PXD010594	Italy	attila
PXD010595	Germany	gerhard
PXD010596	Germany	gerhard
PXD010597	Germany	gerhard
PXD010598	USA	deepti
PXD010600	Austria	gerhard
PXD010601	Switzerland	gerhard
PXD010602	USA	attila
PXD010603	USA	deepti
PXD010604	China	deepti
PXD010605	China	deepti
PXD010606	USA	attila
PXD010607	Argentina	attila
PXD010608	USA	attila
PXD010609	Netherlands	attila
PXD010610	USA	attila
PXD010611	Australia	attila/attila
PXD010612	Finland	attila
PXD010613	USA	attila
PXD010614	China	deepti
PXD010615	Germany	gerhard
PXD010617	China	deepti
PXD010618	France	attila
PXD010619	Germany	deepti
PXD010620	Germany	deepti/gerhard/gerhard
PXD010621	Germany	deepti
PXD010622	USA	attila
PXD010623	China	deepti
PXD010624	USA	attila
PXD010624	USA	attila
PXD010625	Australia	attila
PXD010625	USA	attila
PXD010626	Switzerland	gerhard
PXD010627	Germany	gerhard
PXD010628	UK	attila
PXD010629	France	attila
PXD010630	China	attila
PXD010631	UK	attila
PXD010632	UK	deepti
PXD010633	China	deepti
PXD010634	UK	attila
PXD010635	China	deepti
PXD010636	UK	attila
PXD010637	USA	attila
PXD010638	USA	attila
PXD010640	Austria	gerhard
PXD010641	Switzerland	gerhard
PXD010643	Czech Republic	deepti
PXD010644	Netherlands	deepti
PXD010645	Germany	gerhard
PXD010647	Austria	gerhard
PXD010657	Austria	gerhard
PXD010658	Germany	gerhard
PXD010659	USA	attila
PXD010660	USA	attila
PXD010661	Brazil	attila
PXD010663	USA	attila
PXD010664	USA	deepti
PXD010665	UK	deepti
PXD010666	Luxembourg	deepti
PXD010667	Germany	deepti
PXD010669	Australia	deepti
PXD010670	USA	attila
PXD010671	UK	attila
PXD010672	Germany	gerhard
PXD010673	Germany	gerhard
PXD010674	India	attila
PXD010675	Poland	attila
PXD010676	USA	attila
PXD010677	Germany	gerhard
PXD010678	Germany	gerhard
PXD010679	Germany	gerhard
PXD010680	Netherlands	attila
PXD010683	Germany	gerhard/gerhard
PXD010684	France	deepti
PXD010685	China	deepti
PXD010686	Germany	gerhard
PXD010687	Australia	deepti/attila/attila
PXD010688	Australia	deepti
PXD010689	Spain	deepti
PXD010690	Germany	gerhard
PXD010691	Finland	deepti
PXD010692	Sweden	deepti/deepti
PXD010693	France	deepti
PXD010694	Germany	gerhard
PXD010695	China	deepti
PXD010696	France	deepti
PXD010697	Germany	gerhard/gerhard/gerhard
PXD010698	Germany	gerhard
PXD010699	Germany	gerhard/gerhard
PXD010700	France	deepti
PXD010701	Germany	gerhard/gerhard/gerhard
PXD010704	Germany	gerhard
PXD010705	Germany	gerhard
PXD010708	Germany	gerhard
PXD010709	USA	deepti
PXD010710	South Korea	deepti
PXD010711	Israel	deepti
PXD010712	Germany	gerhard
PXD010713	UK	deepti
PXD010714	Australia	deepti
PXD010715	USA	deepti
PXD010719	Germany	gerhard
PXD010720	USA	deepti/deepti
PXD010721	Italy	deepti
PXD010722	South Korea	deepti
PXD010723	Denmark	deepti
PXD010724	China	deepti
PXD010725	France	deepti
PXD010726	UK	deepti
PXD010727	China	deepti
PXD010730	Germany	gerhard
PXD010732	Canada	deepti
PXD010734	Czech Republic	deepti
PXD010735	China	deepti
PXD010736	China	deepti
PXD010737	UK	deepti
PXD010738	China	deepti
PXD010739	China	deepti
PXD010740	Germany	gerhard
PXD010741	Canada	deepti
PXD010742	China	deepti
PXD010743	USA	deepti
PXD010744	USA	deepti/gerhard
PXD010745	China	deepti
PXD010746	China	deepti
PXD010747	UK	deepti/deepti
PXD010750	Germany	gerhard
PXD010751	China	deepti
PXD010752	India	deepti
PXD010753	India	deepti
PXD010755	China	deepti
PXD010756	Germany	deepti
PXD010757	USA	deepti
PXD010758	China	deepti/deepti/deepti
PXD010759	Australia	deepti
PXD010760	UK	deepti
PXD010761	China	deepti
PXD010762	China	deepti
PXD010763	UK	deepti
PXD010767	China	deepti
PXD010768	Brazil	deepti
PXD010769	Australia	deepti
PXD010770	India	deepti
PXD010771	Belgium	deepti
PXD010772	Germany	deepti/gerhard
PXD010773	Germany	deepti
PXD010774	Germany	deepti
PXD010775	France	deepti
PXD010776	Brazil	deepti
PXD010777	UK	deepti
PXD010778	USA	deepti
PXD010779	USA	deepti/deepti/attila
PXD010780	South Korea	deepti
PXD010781	Germany	deepti
PXD010782	UK	deepti
PXD010783	USA	deepti
PXD010784	China	deepti
PXD010785	Germany	deepti
PXD010786	USA	deepti
PXD010787	USA	deepti
PXD010788	Australia	deepti
PXD010793	Switzerland	deepti
PXD010794	USA	deepti
PXD010795	Sweden	deepti
PXD010796	USA	deepti/attila
PXD010797	Australia	deepti
PXD010798	Germany	deepti
PXD010799	USA	deepti
PXD010800	Austria	deepti
PXD010801	Netherlands	deepti
PXD010802	Austria	deepti
PXD010805	Sweden	deepti
PXD010806	USA	deepti
PXD010807	USA	deepti
PXD010808	USA	deepti
PXD010809	Australia	deepti
PXD010810	India	deepti
PXD010811	USA	deepti
PXD010812	China	deepti
PXD010816	Belgium	deepti
PXD010817	Sweden	deepti/deepti
PXD010818	Australia	deepti
PXD010819	Germany	deepti
PXD010820	USA	deepti
PXD010821	Germany	deepti
PXD010822	Poland	deepti
PXD010823	India	deepti
PXD010824	USA	deepti
PXD010825	USA	deepti
PXD010826	Switzerland	deepti
PXD010827	Israel	deepti
PXD010828	USA	deepti
PXD010831	Germany	deepti
PXD010832	USA	deepti
PXD010833	China	deepti
PXD010834	China	deepti
PXD010835	South Korea	deepti
PXD010836	Sweden	deepti
PXD010837	USA	deepti
PXD010838	Denmark	deepti
PXD010839	China	deepti
PXD010840	USA	deepti
PXD010841	Ireland	deepti
PXD010844	China	deepti
PXD010845	China	deepti/deepti
PXD010846	USA	deepti
PXD010847	Switzerland	deepti
PXD010848	China	deepti
PXD010849	Spain	deepti
PXD010850	Czech Republic	deepti
PXD010851	USA	deepti
PXD010852	Finland	deepti
PXD010853	UK	deepti
PXD010854	Russia	deepti
PXD010858	Sweden	deepti
PXD010859	Germany	deepti
PXD010860	UK	deepti
PXD010861	USA	deepti
PXD010862	Switzerland	deepti
PXD010863	Switzerland	deepti
PXD010864	Switzerland	deepti
PXD010865	Canada	deepti
PXD010866	Brazil	deepti
PXD010867	Netherlands	deepti
PXD010868	South Africa	deepti
PXD010869	Switzerland	gerhard
PXD010870	Germany	gerhard
PXD010871	Germany	gerhard/deepti
PXD010872	Germany	gerhard
PXD010873	Switzerland	gerhard
PXD010874	Switzerland	gerhard
PXD010875	Switzerland	gerhard
PXD010876	Switzerland	gerhard
PXD010877	Austria	gerhard
PXD010878	USA	attila
PXD010879	USA	attila
PXD010880	USA	attila
PXD010881	France	attila
PXD010882	USA	attila
PXD010883	China	attila
PXD010884	Germany	attila/gerhard
PXD010885	Canada	attila
PXD010886	Belgium	attila
PXD010887	UK	attila/attila
PXD010888	Australia	attila
PXD010889	Australia	attila
PXD010890	Australia	attila
PXD010891	UK	deepti
PXD010892	USA	deepti
PXD010893	Switzerland	deepti
PXD010894	Croatia	deepti
PXD010895	Germany	deepti/gerhard
PXD010896	China	deepti
PXD010897	Brazil	attila
PXD010898	China	attila
PXD010899	Sweden	attila
PXD010900	Australia	attila
PXD010901	China	deepti
PXD010902	France	deepti
PXD010903	Japan	deepti
PXD010904	Australia	attila
PXD010905	Australia	attila
PXD010906	Australia	attila
PXD010907	Australia	attila
PXD010908	China	deepti
PXD010909	China	attila
PXD010910	Belgium	deepti
PXD010911	USA	attila
PXD010912	USA	deepti
PXD010913	China	attila
PXD010919	Germany	gerhard
PXD010920	Russia	deepti
PXD010921	China	deepti
PXD010922	Netherlands	attila/attila
PXD010923	China	deepti
PXD010924	USA	attila
PXD010925	Australia	attila
PXD010926	Australia	attila
PXD010927	China	attila
PXD010929	Switzerland	gerhard
PXD010930	Canada	attila
PXD010931	Canada	attila
PXD010932	Australia	attila
PXD010938	UK	attila
PXD010939	Sweden	attila
PXD010940	UK	attila
PXD010941	Germany	gerhard
PXD010942	Germany	gerhard
PXD010943	USA	deepti
PXD010944	Netherlands	deepti
PXD010945	USA	deepti
PXD010946	Germany	gerhard/gerhard/gerhard
PXD010947	Italy	deepti
PXD010948	Australia	deepti
PXD010950	Canada	deepti
PXD010951	Switzerland	gerhard
PXD010952	China	deepti
PXD010953	Germany	deepti
PXD010954	UK	deepti
PXD010955	China	deepti
PXD010956	USA	deepti
PXD010957	Germany	gerhard
PXD010958	Germany	gerhard
PXD010959	Germany	gerhard
PXD010960	USA	deepti
PXD010961	Spain	deepti
PXD010962	Brazil	deepti
PXD010963	Canada	deepti
PXD010964	Russia	deepti
PXD010965	Finland	deepti
PXD010966	Germany	gerhard
PXD010967	France	deepti
PXD010968	Canada	deepti
PXD010969	Australia	deepti
PXD010970	Brazil	deepti
PXD010971	Italy	deepti
PXD010972	China	deepti
PXD010973	Czech Republic	deepti
PXD010974	Canada	deepti
PXD010978	Germany	gerhard
PXD010979	UK	deepti
PXD010980	Italy	deepti
PXD010981	UK	deepti/attila
PXD010982	USA	attila
PXD010983	Australia	attila
PXD010984	China	attila
PXD010985	China	attila
PXD010986	UK	attila
PXD010987	UK	attila
PXD010988	Switzerland	gerhard
PXD010989	Germany	gerhard/gerhard
PXD010990	France	attila
PXD010991	USA	attila
PXD010992	Australia	attila
PXD010993	Spain	attila
PXD010994	USA	attila/deepti
PXD010995	USA	attila
PXD010996	Germany	attila
PXD010997	Germany	attila
PXD010998	China	attila
PXD010999	Norway	attila
PXD011000	Australia	attila
PXD011001	Denmark	attila
PXD011002	Switzerland	attila
PXD011003	Germany	attila
PXD011004	USA	deepti
PXD011007	France	attila
PXD011008	Denmark	attila
PXD011009	Denmark	attila
PXD011010	Canada	attila
PXD011011	USA	attila
PXD011012	USA	attila
PXD011013	Poland	attila
PXD011015	USA	attila
PXD011017	Austria	gerhard
PXD011018	Brazil	attila/attila
PXD011019	Estonia	attila
PXD011020	China	attila
PXD011021	Australia	attila
PXD011022	Germany	gerhard
PXD011023	Germany	gerhard
PXD011024	USA	deepti
PXD011025	Czech Republic	deepti
PXD011029	France	deepti
PXD011031	China	deepti
PXD011032	UK	deepti
PXD011033	USA	deepti/deepti
PXD011034	Australia	deepti
PXD011035	Germany	gerhard
PXD011036	Germany	gerhard
PXD011037	India	attila
PXD011038	Spain	attila
PXD011039	USA	attila
PXD011040	Brazil	attila
PXD011041	UK	attila
PXD011042	USA	deepti
PXD011043	South Korea	deepti
PXD011044	Norway	attila
PXD011045	Austria	attila
PXD011046	Taiwan	deepti
PXD011047	China	deepti
PXD011048	Germany	gerhard
PXD011049	Poland	deepti
PXD011050	USA	deepti
PXD011051	Germany	deepti
PXD011055	Germany	gerhard/gerhard
PXD011056	Germany	gerhard
PXD011057	UK	deepti
PXD011058	China	deepti
PXD011059	Italy	deepti
PXD011060	UK	deepti/attila
PXD011061	UK	deepti
PXD011062	UK	deepti
PXD011063	Denmark	deepti
PXD011064	India	deepti
PXD011065	France	deepti
PXD011068	Japan	attila
PXD011069	Canada	attila
PXD011070	Canada	attila
PXD011071	Russia	attila/gerhard
PXD011072	Netherlands	attila
PXD011073	Italy	deepti
PXD011075	Germany	gerhard
PXD011076	Germany	gerhard
PXD011077	Netherlands	attila
PXD011078	Australia	attila
PXD011079	Canada	attila
PXD011080	Brazil	attila
PXD011081	USA	attila
PXD011082	Germany	gerhard
PXD011083	China	attila
PXD011084	Norway	attila
PXD011085	Spain	attila
PXD011085	Sweden	deepti
PXD011086	Switzerland	gerhard
PXD011087	Austria	gerhard
PXD011088	Germany	gerhard/gerhard
PXD011089	Canada	attila
PXD011090	South Korea	attila
PXD011091	UK	attila
PXD011092	USA	attila
PXD011093	Australia	deepti
PXD011094	Spain	attila
PXD011095	Germany	gerhard
PXD011096	Switzerland	gerhard
PXD011102	Australia	attila
PXD011103	USA	attila/deepti
PXD011104	Germany	attila
PXD011105	France	attila
PXD011106	India	attila
PXD011107	Canada	attila
PXD011108	Germany	gerhard
PXD011109	USA	attila
PXD011110	Austria	gerhard
PXD011116	Germany	gerhard
PXD011117	South Korea	deepti
PXD011118	USA	attila
PXD011119	Germany	gerhard
PXD011120	Germany	gerhard
PXD011121	Germany	gerhard
PXD011122	Austria	gerhard
PXD011123	USA	attila
PXD011124	Canada	attila
PXD011125	Germany	attila
PXD011126	China	deepti
PXD011127	China	deepti
PXD011128	Belgium	deepti
PXD011129	Germany	gerhard
PXD011130	India	attila
PXD011131	Canada	gerhard/gerhard/gerhard
PXD011132	China	deepti
PXD011133	China	deepti
PXD011134	China	deepti
PXD011135	China	deepti
PXD011136	Singapore	deepti
PXD011137	Australia	attila
PXD011139	Germany	gerhard
PXD011140	China	attila
PXD011141	South Korea	deepti/attila
PXD011142	Switzerland	attila
PXD011143	USA	attila/deepti
PXD011144	China	attila
PXD011145	USA	attila
PXD011146	Australia	attila
PXD011147	China	attila
PXD011148	Austria	gerhard
PXD011149	China	attila
PXD011150	Australia	attila
PXD011151	Mexico	attila
PXD011152	USA	attila
PXD011153	Brazil	attila
PXD011154	Belgium	attila
PXD011155	Switzerland	attila
PXD011156	France	attila/gerhard/david
PXD011157	Germany	gerhard/gerhard
PXD011159	Germany	gerhard
PXD011160	Germany	gerhard
PXD011161	Germany	gerhard
PXD011162	Germany	gerhard
PXD011163	Netherlands	attila
PXD011164	Netherlands	attila
PXD011165	UK	attila
PXD011166	Norway	attila
PXD011167	USA	attila
PXD011169	Australia	attila
PXD011170	Italy	attila
PXD011171	Australia	attila
PXD011172	Brazil	attila
PXD011173	Germany	attila
PXD011174	China	deepti
PXD011175	Sweden	deepti
PXD011176	France	deepti
PXD011177	Germany	gerhard
PXD011178	China	deepti
PXD011179	Netherlands	deepti
PXD011180	Switzerland	attila
PXD011181	USA	attila
PXD011182	Canada	attila
PXD011183	Italy	attila
PXD011184	Germany	gerhard
PXD011185	USA	attila
PXD011187	Sweden	attila
PXD011189	Germany	gerhard
PXD011195	Australia	attila
PXD011196	USA	attila
PXD011197	USA	attila
PXD011198	Belgium	attila
PXD011199	France	attila
PXD011200	USA	deepti
PXD011201	Austria	gerhard
PXD011202	Germany	gerhard
PXD011204	Switzerland	deepti
PXD011205	China	deepti
PXD011206	China	deepti
PXD011207	Netherlands	deepti
PXD011208	China	deepti
PXD011209	Australia	deepti
PXD011210	USA	deepti
PXD011211	Germany	deepti
PXD011212	USA	attila
PXD011213	Italy	attila
PXD011214	Germany	attila
PXD011215	Poland	attila
PXD011216	USA	attila
PXD011217	Austria	deepti
PXD011218	Argentina	attila
PXD011219	China	deepti
PXD011220	Austria	deepti
PXD011221	China	deepti
PXD011222	Denmark	deepti
PXD011223	Brazil	deepti
PXD011224	China	deepti
PXD011225	Germany	deepti/gerhard
PXD011226	Austria	deepti
PXD011227	Canada	deepti
PXD011228	Netherlands	deepti
PXD011229	China	deepti
PXD011230	Canada	deepti
PXD011235	Germany	attila
PXD011236	Germany	attila
PXD011237	USA	attila
PXD011238	Germany	attila
PXD011239	USA	attila
PXD011240	Italy	attila
PXD011241	UK	attila
PXD011242	China	attila/deepti
PXD011243	China	attila
PXD011244	China	attila
PXD011245	USA	attila
PXD011246	Spain	attila
PXD011247	UK	attila
PXD011248	UK	attila
PXD011249	Norway	attila
PXD011250	Spain	attila
PXD011251	Germany	attila
PXD011252	Switzerland	attila
PXD011253	France	attila
PXD011254	UK	deepti
PXD011255	USA	deepti
PXD011256	China	deepti
PXD011257	Netherlands	attila
PXD011258	France	deepti
PXD011262	France	deepti/deepti
PXD011263	Germany	deepti
PXD011264	China	deepti
PXD011265	Germany	deepti
PXD011266	Sweden	deepti
PXD011267	Netherlands	deepti
PXD011268	Netherlands	deepti
PXD011269	UK	deepti
PXD011270	Spain	deepti
PXD011271	Canada	deepti
PXD011273	USA	attila
PXD011274	Brazil	attila/deepti
PXD011275	Netherlands	attila
PXD011276	UK	attila
PXD011277	Germany	gerhard
PXD011278	USA	attila
PXD011279	Germany	gerhard
PXD011280	Austria	deepti/gerhard
PXD011281	France	deepti
PXD011282	UK	deepti
PXD011283	Italy	deepti
PXD011284	Germany	gerhard
PXD011285	Australia	attila
PXD011286	France	attila
PXD011287	USA	attila
PXD011288	China	deepti
PXD011289	Netherlands	attila
PXD011290	Spain	attila
PXD011291	Germany	gerhard
PXD011292	USA	deepti
PXD011293	Germany	deepti
PXD011294	Netherlands	attila
PXD011295	Sweden	deepti
PXD011296	USA	attila/gerhard
PXD011301	Austria	gerhard
PXD011302	Australia	attila
PXD011303	Australia	attila/deepti
PXD011304	Canada	attila
PXD011305	USA	deepti
PXD011306	Australia	deepti
PXD011307	Netherlands	attila
PXD011308	Israel	attila
PXD011309	Sweden	deepti
PXD011310	Germany	gerhard
PXD011311	Austria	gerhard
PXD011312	USA	attila
PXD011313	USA	attila
PXD011314	Denmark	attila
PXD011315	Netherlands	attila
PXD011316	USA	attila
PXD011318	India	attila/deepti
PXD011319	UK	attila
PXD011320	Australia	attila
PXD011321	Germany	gerhard
PXD011322	Switzerland	gerhard
PXD011323	Netherlands	attila
PXD011324	UK	attila
PXD011325	Australia	attila
PXD011326	USA	attila
PXD011327	USA	attila
PXD011328	France	attila
PXD011329	Switzerland	attila
PXD011330	UK	attila
PXD011331	Australia	attila
PXD011332	Germany	gerhard
PXD011333	France	attila
PXD011334	China	attila
PXD011341	Australia	deepti
PXD011344	France	attila
PXD011345	New Zealand	attila
PXD011346	Australia	attila
PXD011347	Germany	gerhard
PXD011348	Germany	gerhard
PXD011349	Germany	gerhard
PXD011353	Belgium	attila
PXD011354	Canada	attila
PXD011355	Netherlands	attila
PXD011356	UK	attila
PXD011357	Netherlands	attila
PXD011358	UK	attila
PXD011359	Denmark	attila
PXD011360	Germany	gerhard
PXD011361	USA	attila
PXD011362	UK	attila/attila
PXD011365	Germany	gerhard
PXD011367	USA	attila
PXD011368	China	attila
PXD011369	UK	attila
PXD011370	USA	deepti
PXD011371	France	deepti
PXD011372	France	deepti
PXD011373	France	deepti
PXD011374	China	deepti
PXD011376	Netherlands	attila
PXD011377	UK	attila
PXD011378	USA	deepti
PXD011379	China	attila
PXD011380	USA	deepti
PXD011382	Switzerland	gerhard
PXD011384	USA	deepti
PXD011386	Germany	gerhard
PXD011387	UK	deepti
PXD011388	Canada	deepti
PXD011389	China	deepti
PXD011390	Germany	gerhard
PXD011391	France	deepti
PXD011392	India	deepti
PXD011393	Spain	deepti
PXD011394	UK	deepti
PXD011395	China	deepti
PXD011396	China	deepti
PXD011397	USA	deepti
PXD011398	China	attila
PXD011399	Norway	attila
PXD011400	South Korea	attila
PXD011401	USA	attila
PXD011402	USA	deepti
PXD011403	China	deepti
PXD011404	Germany	gerhard/gerhard
PXD011405	Germany	deepti
PXD011406	USA	deepti
PXD011407	USA	deepti
PXD011411	Germany	gerhard
PXD011412	France	attila
PXD011413	USA	attila
PXD011414	China	attila
PXD011415	UK	deepti
PXD011416	Denmark	deepti
PXD011417	Germany	gerhard
PXD011418	France	attila
PXD011420	USA	attila
PXD011421	South Korea	attila
PXD011423	USA	attila
PXD011424	USA	attila
PXD011425	USA	attila
PXD011426	France	attila
PXD011427	USA	attila
PXD011428	South Korea	attila
PXD011430	Sweden	attila
PXD011431	USA	attila/gerhard/gerhard
PXD011432	Thailand	attila
PXD011433	USA	attila
PXD011434	Australia	attila
PXD011435	South Korea	deepti
PXD011436	Germany	deepti
PXD011437	Germany	deepti
PXD011438	China	deepti
PXD011439	China	deepti
PXD011440	Australia	deepti
PXD011441	Italy	deepti/deepti
PXD011442	Slovakia	deepti
PXD011443	USA	attila
PXD011444	Canada	deepti
PXD011445	Denmark	deepti
PXD011446	Spain	deepti
PXD011447	France	deepti
PXD011451	Germany	gerhard
PXD011452	UK	attila
PXD011453	USA	attila
PXD011455	UK	attila
PXD011456	USA	attila
PXD011457	Sweden	attila
PXD011458	USA	attila
PXD011459	UK	attila/gerhard
PXD011460	USA	attila
PXD011464	Canada	deepti
PXD011465	Germany	gerhard
PXD011466	Switzerland	gerhard
PXD011467	China	deepti
PXD011468	China	deepti
PXD011469	China	deepti
PXD011470	China	deepti
PXD011471	USA	deepti
PXD011472	Russia	deepti
PXD011473	UK	deepti
PXD011474	Austria	gerhard
PXD011475	Switzerland	gerhard
PXD011477	Poland	deepti
PXD011478	USA	deepti
PXD011481	Germany	gerhard
PXD011482	USA	deepti
PXD011483	USA	deepti
PXD011484	UK	deepti
PXD011485	India	deepti
PXD011488	Germany	gerhard
PXD011489	Austria	gerhard
PXD011490	Netherlands	attila
PXD011491	USA	attila
PXD011492	Australia	attila
PXD011494	USA	attila
PXD011495	Australia	attila
PXD011496	USA	attila
PXD011497	Hungary	attila
PXD011498	UK	attila
PXD011499	Spain	attila
PXD011500	Germany	gerhard
PXD011501	Japan	attila/deepti
PXD011502	Germany	gerhard
PXD011504	Germany	gerhard
PXD011505	Germany	gerhard
PXD011506	Germany	gerhard
PXD011507	Germany	gerhard
PXD011508	Germany	gerhard
PXD011509	Germany	gerhard
PXD011510	Germany	attila
PXD011511	Germany	gerhard
PXD011512	Netherlands	attila
PXD011513	Belgium	attila
PXD011514	USA	attila
PXD011515	Germany	gerhard/gerhard
PXD011516	USA	attila
PXD011517	UK	attila
PXD011518	Germany	attila
PXD011519	USA	attila/deepti
PXD011520	USA	attila
PXD011521	USA	attila
PXD011522	France	attila
PXD011523	Belgium	attila
PXD011524	Canada	attila
PXD011525	Australia	attila
